0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,0,0,0,0,0
7,0,2,0,0,0,0
7,0,2,540,540,540,540
7,0,2,540,540,540,540
7,0,2,540,540,540,540
7,0,2,540,540,540,540
7,0,2,540,540,540,540
7,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
8,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
9,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
10,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
11,0,2,540,540,540,540
12,0,2,540,540,540,540
12,0,2,540,540,540,540
12,0,2,540,540,540,540
12,0,2,540,540,540,540
12,0,2,540,5
